"cod_ibge";"id_familias";"id_pessoas";"vlr_renda_media_fam";"cod_local_domic_fam";"cod_especie_domic_fam";"qtd_comodos_domic_fam";"qtd_comodos_dormitorio_fam";"cod_material_piso_fam";"cod_material_domic_fam";"cod_agua_canalizada_fam";"cod_abaste_agua_domic_fam";"cod_banheiro_domic_fam";"cod_escoa_sanitario_domic_fam";"cod_destino_lixo_domic_fam";"cod_iluminacao_domic_fam";"cod_calcamento_domic_fam";"cod_sexo_pessoa";"dta_nasc_pessoa";"cod_parentesco_rf_pessoa";"cod_raca_cor_pessoa";"cod_local_nascimento_pessoa";"cod_certidao_registrada_pessoa";"cod_deficiencia_memb";"cod_sabe_ler_escrever_memb";"ind_frequenta_escola_memb";"cod_escola_local_memb";"cod_curso_frequenta_memb";"cod_ano_serie_frequenta_memb";"cod_curso_frequentou_pessoa_memb";"cod_ano_serie_frequentou_memb";"cod_concluiu_frequentou_memb";"cod_trabalhou_memb";"cod_afastado_trab_memb";"cod_agricultura_trab_memb";"cod_principal_trab_memb";"val_remuner_emprego_memb";"cod_trabalho_12_meses_memb";"qtd_meses_12_meses_memb";"val_renda_bruta_12_meses_memb";"val_renda_doacao_memb";"val_renda_aposent_memb";"val_renda_seguro_desemp_memb";"val_renda_pensao_alimen_memb";"val_outras_rendas_memb";"dat_atualizacao_familia";"dat_cadastramento_fam"
1200401;4075;20622;3100;1;1;5;3;5;1;1;1;1;1;1;1;1;2;1968-11-04;1;4;1;1;2;1;3;;;;4;4;1;1;;2;1;100;1;1;100;120;0;0;0;0;2015-04-27;2002-06-13
1200401;4075;26769;3100;1;1;5;3;5;1;1;1;1;1;1;1;1;2;2003-03-05;3;4;1;1;2;1;1;1;5;5;;;;;;;;;;;;;0;;0;;2015-04-27;2002-06-13
1200401;4075;22598;3100;1;1;5;3;5;1;1;1;1;1;1;1;1;2;1994-11-24;3;;1;1;2;1;3;1;;;;;;;;;;;;;;;;;;;2015-04-27;2002-06-13
1200401;4075;18383;3100;1;1;5;3;5;1;1;1;1;1;1;1;1;2;2000-04-02;3;4;1;1;2;1;1;1;5;9;;;;2;2;;;0;2;;;0;0;0;0;0;2015-04-27;2002-06-13
1200401;5854;14232;20000;1;1;3;1;5;2;1;1;1;1;1;1;1;2;1968-08-04;1;4;1;1;2;2;4;;;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-22;2002-06-25
1200401;5854;22465;20000;1;1;3;1;5;2;1;1;1;1;1;1;1;2;2008-03-05;3;1;1;1;2;2;1;1;5;2;;;;;;;;;;;;;0;;0;;2015-07-22;2002-06-25
1200401;5854;22201;20000;1;1;3;1;5;2;1;1;1;1;1;1;1;1;2012-03-20;3;1;1;1;2;2;4;;;;;;;;;;;;;;;;;;;;2015-07-22;2002-06-25
1200401;4646;17019;0;1;1;3;2;3;6;1;1;1;1;1;1;1;2;1954-08-20;1;4;2;1;2;2;4;;;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-19;2002-08-08
1200401;4646;27671;0;1;1;3;2;3;6;1;1;1;1;1;1;1;2;1994-10-09;3;4;1;1;2;1;1;1;8;3;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-19;2002-08-08
1200401;4646;27659;0;1;1;3;2;3;6;1;1;1;1;1;1;1;1;1997-04-21;5;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-19;2002-08-08
1200401;4646;19530;0;1;1;3;2;3;6;1;1;1;1;1;1;1;2;1999-12-01;5;4;1;1;2;1;1;1;5;8;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-19;2002-08-08
1200401;4646;24828;0;1;1;3;2;3;6;1;1;1;1;1;1;1;2;2011-11-23;5;2;1;1;2;2;4;;;;;;;;;;;;;;;;;;;;2015-08-19;2002-08-08
1200401;4646;26759;0;1;1;3;2;3;6;1;1;1;1;1;1;1;2;2001-04-24;5;2;1;1;2;1;1;1;5;6;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-19;2002-08-08
1200401;4646;12409;0;1;1;3;2;3;6;1;1;1;1;1;1;1;1;2014-12-04;5;1;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-08-19;2002-08-08
1200401;3426;19098;8300;1;1;4;2;5;6;2;1;1;1;1;1;1;2;1971-07-06;1;4;2;1;1;1;3;;;;4;4;1;1;;2;1;250;1;12;3000;0;0;0;0;0;2015-07-17;2002-09-15
1200401;3426;18388;8300;1;1;4;2;5;6;2;1;1;1;1;1;1;1;1994-10-04;3;4;1;1;2;1;1;1;10;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-17;2002-09-15
1200401;3426;18578;8300;1;1;4;2;5;6;2;1;1;1;1;1;1;2;2003-02-11;3;4;1;1;2;1;1;1;5;7;;;;;;;;;;;;;0;;0;;2015-07-17;2002-09-15
1200401;2225;21839;24100;1;1;4;2;5;1;1;2;1;1;1;1;1;2;1966-05-28;1;4;2;1;2;1;3;;;;5;8;1;2;2;;;0;2;;;0;724;0;0;0;2015-07-02;2002-09-22
1200401;2225;11720;24100;1;1;4;2;5;1;1;2;1;1;1;1;1;1;2003-01-16;3;4;1;1;2;1;1;1;4;5;;;;;;;;;;;;;0;;0;;2015-07-02;2002-09-22
1200401;2225;15554;24100;1;1;4;2;5;1;1;2;1;1;1;1;1;1;1989-06-06;3;4;1;1;2;1;2;1;13;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-02;2002-09-22
1200401;4606;28143;6000;1;1;5;2;5;1;2;1;1;1;1;1;1;2;1976-06-02;1;4;1;1;2;1;3;;;;5;6;2;2;1;2;1;300;1;12;3600;0;0;0;0;0;2015-08-03;2002-10-28
1200401;4606;27804;6000;1;1;5;2;5;1;2;1;1;1;1;1;1;1;1998-10-09;3;4;1;1;2;1;1;1;5;9;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-03;2002-10-28
1200401;4606;27598;6000;1;1;5;2;5;1;2;1;1;1;1;1;1;1;1997-08-03;3;4;1;1;2;1;1;1;11;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-03;2002-10-28
1200401;4529;24858;7900;1;1;1;1;3;6;1;1;1;1;1;1;3;2;1975-01-12;1;4;1;1;2;1;3;;;;8;3;1;2;2;;;678;1;3;2034;0;0;0;150;0;2015-06-30;2002-10-28
1200401;4529;12460;7900;1;1;1;1;3;6;1;1;1;1;1;1;3;2;2001-10-25;3;4;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-06-30;2002-10-28
1200401;4529;26782;7900;1;1;1;1;3;6;1;1;1;1;1;1;3;2;2005-12-22;3;4;1;1;2;1;1;1;5;4;;;;;;;;;;;;;0;;0;;2015-06-30;2002-10-28
1200401;3030;25781;25000;1;1;5;2;4;6;1;1;1;5;1;1;1;2;1973-12-30;1;4;1;1;2;1;3;;;;5;5;2;2;2;;;0;2;;;0;0;0;0;0;2015-08-14;2002-11-20
1200401;3030;18237;25000;1;1;5;2;4;6;1;1;1;5;1;1;1;1;1962-03-08;2;4;2;1;2;1;3;;;;4;4;1;1;;2;1;1500;1;8;12000;0;0;0;0;0;2015-08-14;2002-11-20
1200401;3030;15247;25000;1;1;5;2;4;6;1;1;1;5;1;1;1;2;2000-06-29;3;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-14;2002-11-20
1200401;3030;29389;25000;1;1;5;2;4;6;1;1;1;5;1;1;1;2;2002-04-21;3;4;1;1;2;1;1;1;5;7;;;;;;;;;;;;;0;;0;;2015-08-14;2002-11-20
1200401;6111;27456;5000;1;1;5;2;5;2;1;1;1;1;4;3;3;2;1967-05-20;1;4;1;1;2;1;3;;;;5;5;2;1;;2;5;200;1;12;2400;0;0;0;0;0;2015-05-08;2002-11-20
1200401;6111;19636;5000;1;1;5;2;5;2;1;1;1;1;4;3;3;1;1998-07-31;3;4;1;1;2;1;3;;;;5;5;2;2;2;;;0;2;;;0;0;0;0;0;2015-05-08;2002-11-20
1200401;6111;18773;5000;1;1;5;2;5;2;1;1;1;1;4;3;3;1;2005-07-19;3;1;1;1;2;2;1;1;5;3;;;;;;;;;;;;;0;;0;;2015-05-08;2002-11-20
1200401;6111;12857;5000;1;1;5;2;5;2;1;1;1;1;4;3;3;2;1997-03-06;3;4;1;1;2;1;3;;;;5;5;2;2;2;;;0;2;;;0;0;0;0;0;2015-05-08;2002-11-20
1200401;6106;23993;5000;1;1;4;2;2;1;1;1;1;2;1;1;1;2;1982-10-24;1;4;1;2;2;1;3;;;;5;7;1;2;2;;;0;2;;;0;0;0;100;0;2015-05-14;2003-03-13
1200401;6106;26308;5000;1;1;4;2;2;1;1;1;1;2;1;1;1;1;2001-10-05;3;4;1;1;2;1;1;1;5;9;;;;;;;;;;;;;0;;0;;2015-05-14;2003-03-13
1200401;3756;12997;4500;1;1;1;1;4;3;1;1;1;6;1;1;1;2;1979-07-20;1;4;1;1;2;1;3;;;;8;3;1;1;;2;1;80;1;12;800;0;0;0;70;0;2015-07-10;2003-09-03
1200401;3756;21523;4500;1;1;1;1;4;3;1;1;1;6;1;1;1;1;1999-04-04;3;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-10;2003-09-03
1200401;3756;17700;4500;1;1;1;1;4;3;1;1;1;6;1;1;1;1;2010-08-24;3;4;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-07-10;2003-09-03
1200401;5287;23008;0;1;1;4;3;3;6;1;1;1;2;1;1;1;2;1976-11-25;1;4;1;1;2;1;3;;;;8;3;1;2;2;;;0;2;;;0;0;0;0;0;2015-06-09;2003-09-12
1200401;5287;17496;0;1;1;4;3;3;6;1;1;1;2;1;1;1;1;1999-03-15;3;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-06-09;2003-09-12
1200401;5287;23975;0;1;1;4;3;3;6;1;1;1;2;1;1;1;2;1994-04-15;3;4;1;1;2;1;3;;;;5;6;2;2;2;;;0;2;;;0;0;0;0;0;2015-06-09;2003-09-12
1200401;5287;26211;0;1;1;4;3;3;6;1;1;1;2;1;1;1;2;2010-02-19;5;4;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-06-09;2003-09-12
1200401;5844;23266;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;2;1983-06-28;1;4;1;1;2;1;3;;;;8;2;2;2;2;;;0;2;;;0;0;0;0;0;2015-08-03;2003-10-25
1200401;5844;19561;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;2;2000-02-14;3;4;1;1;2;1;1;1;7;2;;;;2;2;;;0;2;;;0;0;0;250;0;2015-08-03;2003-10-25
1200401;5844;10010;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;2;2006-06-14;3;4;1;1;2;1;1;1;5;3;;;;;;;;;;;;;0;;125;;2015-08-03;2003-10-25
1200401;5844;12332;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;1;1999-04-25;3;4;1;1;2;1;1;1;7;2;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-03;2003-10-25
1200401;5844;23340;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;1;2004-12-08;3;4;1;1;2;1;1;1;5;5;;;;;;;;;;;;;0;;125;;2015-08-03;2003-10-25
1200401;5844;15505;8300;1;1;3;2;5;1;1;1;1;2;1;1;1;2;2012-06-09;3;1;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-08-03;2003-10-25
1200401;1696;25106;6600;1;1;3;1;4;3;1;1;1;1;1;1;1;2;1980-07-29;1;4;1;1;2;1;3;;;;8;3;1;1;;2;1;200;1;12;2400;0;0;0;0;0;2015-06-24;2004-04-12
1200401;1696;23487;6600;1;1;3;1;4;3;1;1;1;1;1;1;1;1;1998-11-08;3;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-06-24;2004-04-12
1200401;1696;23750;6600;1;1;3;1;4;3;1;1;1;1;1;1;1;1;2000-06-26;3;4;1;1;2;1;1;1;5;9;;;;2;2;;;0;2;;;0;0;0;0;0;2015-06-24;2004-04-12
1200401;3629;26451;14400;1;1;5;2;4;3;1;2;1;3;1;1;1;2;1976-08-01;1;4;1;1;2;1;3;;;;5;7;2;2;2;;;0;2;;;0;0;0;0;0;2015-08-12;2004-04-12
1200401;3629;22694;14400;1;1;5;2;4;3;1;2;1;3;1;1;1;1;2006-06-01;3;4;1;1;2;1;1;1;5;4;;;;;;;;;;;;;0;;0;;2015-08-12;2004-04-12
1200401;3629;14573;14400;1;1;5;2;4;3;1;2;1;3;1;1;1;1;1999-07-24;3;4;1;1;1;1;1;1;5;8;;;;2;2;;;0;2;;;0;724;0;0;0;2015-08-12;2004-04-12
1200401;3629;28561;14400;1;1;5;2;4;3;1;2;1;3;1;1;1;2;1997-08-03;3;1;1;1;2;1;3;;;;8;2;2;2;2;;;0;2;;;0;0;0;0;0;2015-08-12;2004-04-12
1200401;3629;24776;14400;1;1;5;2;4;3;1;2;1;3;1;1;1;2;2014-06-04;5;1;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-08-12;2004-04-12
1200401;3424;15613;52500;1;1;5;3;5;1;1;1;1;3;1;1;3;2;1951-11-24;1;4;1;1;2;2;3;;;;4;1;2;2;2;;;0;2;;;0;788;0;0;0;2015-07-22;2004-04-12
1200401;3424;13019;52500;1;1;5;3;5;1;1;1;1;3;1;1;3;1;1939-06-15;2;4;1;1;2;1;3;;;;5;5;2;2;2;;;0;2;;;0;788;0;0;0;2015-07-22;2004-04-12
1200401;3424;21361;52500;1;1;5;3;5;1;1;1;1;3;1;1;3;1;2000-12-28;5;4;1;1;2;1;1;1;4;7;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-22;2004-04-12
1200401;3478;29250;5800;1;1;4;2;5;1;1;1;1;1;1;1;1;2;1967-09-20;1;4;1;1;2;1;3;;;;4;4;1;1;;2;1;200;1;7;1400;0;0;0;0;0;2015-08-05;2004-04-12
1200401;3478;24748;5800;1;1;4;2;5;1;1;1;1;1;1;1;1;1;2003-04-22;3;4;1;1;2;1;1;1;5;7;;;;;;;;;;;;;0;;0;;2015-08-05;2004-04-12
1200401;4420;27330;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;2;1976-08-20;1;4;1;1;2;1;3;;;;5;5;2;1;;2;3;678;1;1;678;0;0;0;0;0;2015-07-16;2004-04-12
1200401;4420;25322;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;2;2004-10-04;3;4;1;1;2;1;1;1;5;5;;;;;;;;;;;;;0;;0;;2015-07-16;2004-04-12
1200401;4420;28354;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;1;1995-11-15;3;4;1;1;2;1;3;;;;11;;;2;2;;;0;2;;;0;0;0;75;0;2015-07-16;2004-04-12
1200401;4420;18223;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;1;2002-12-15;3;4;1;1;2;1;1;1;5;3;;;;;;;;;;;;;0;;0;;2015-07-16;2004-04-12
1200401;4420;26925;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;1;1997-05-04;3;4;1;1;2;1;3;;;;11;;;2;2;;;0;2;;;0;0;0;75;0;2015-07-16;2004-04-12
1200401;4420;22968;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;1;2007-01-29;3;4;1;1;2;1;1;1;2;;;;;;;;;;;;;;0;;100;;2015-07-16;2004-04-12
1200401;4420;14823;4300;1;1;1;1;3;3;2;1;1;1;1;1;3;1;1991-09-25;11;4;1;1;2;1;3;;;;8;3;1;2;2;;;0;2;;;0;0;0;0;0;2015-07-16;2004-04-12
1200401;1497;17230;10000;1;1;3;1;4;3;1;1;1;2;1;1;1;2;1976-07-23;1;4;2;1;2;1;3;;;;5;7;1;2;2;;;0;2;;;0;0;0;0;300;2015-07-29;2004-04-12
1200401;1497;11314;10000;1;1;3;1;4;3;1;1;1;2;1;1;1;1;2002-04-25;3;4;1;1;2;2;1;1;5;8;;;;;;;;;;;;;0;;0;;2015-07-29;2004-04-12
1200401;1497;14975;10000;1;1;3;1;4;3;1;1;1;2;1;1;1;1;1997-02-10;3;4;1;1;2;1;1;1;8;3;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-29;2004-04-12
1200401;2604;12661;15700;1;1;3;1;3;6;1;1;1;1;1;1;3;2;1977-06-10;1;4;1;1;2;1;3;;;;5;6;2;1;;2;4;788;1;12;9456;0;0;0;0;0;2015-07-03;2004-04-12
1200401;2604;27703;15700;1;1;3;1;3;6;1;1;1;1;1;1;3;1;1971-05-10;2;4;2;2;2;1;3;;;;4;4;2;2;2;;;0;2;;;0;0;0;0;0;2015-07-03;2004-04-12
1200401;2604;29155;15700;1;1;3;1;3;6;1;1;1;1;1;1;3;1;1999-02-12;3;4;1;1;2;1;1;1;5;9;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-03;2004-04-12
1200401;2604;22623;15700;1;1;3;1;3;6;1;1;1;1;1;1;3;2;2001-11-09;3;4;1;1;2;1;1;1;5;7;;;;;;;;;;;;;0;;0;;2015-07-03;2004-04-12
1200401;2604;24281;15700;1;1;3;1;3;6;1;1;1;1;1;1;3;1;2008-05-24;3;4;1;1;2;1;1;1;5;2;;;;;;;;;;;;;0;;0;;2015-07-03;2004-04-12
1200401;6239;21520;1000;1;1;4;2;5;2;2;1;2;;1;3;1;2;1970-05-05;1;4;1;1;2;1;3;;;;8;1;2;2;2;;;0;2;;;0;0;0;0;0;2015-07-07;2004-07-19
1200401;6239;13895;1000;1;1;4;2;5;2;2;1;2;;1;3;1;1;1941-10-17;2;4;2;1;2;1;3;;;;5;5;1;1;;2;3;622;1;12;622;0;0;0;0;0;2015-07-07;2004-07-19
1200401;6239;28521;1000;1;1;4;2;5;2;2;1;2;;1;3;1;2;2001-03-31;3;4;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-07;2004-07-19
1200401;6239;13856;1000;1;1;4;2;5;2;2;1;2;;1;3;1;2;2002-07-14;3;2;1;1;2;1;1;1;5;7;;;;;;;;;;;;;0;;0;;2015-07-07;2004-07-19
1200401;6239;24131;1000;1;1;4;2;5;2;2;1;2;;1;3;1;2;2004-04-07;3;2;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-07-07;2004-07-19
1200401;6141;25230;20200;1;1;5;3;2;2;1;1;1;1;1;1;1;2;1979-09-14;1;4;2;1;2;1;3;;;;8;3;1;1;;2;4;809;1;12;9708;0;0;0;0;0;2015-08-04;2004-07-24
1200401;6141;22214;20200;1;1;5;3;2;2;1;1;1;1;1;1;1;1;1997-08-28;3;4;2;1;2;1;1;1;7;3;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-04;2004-07-24
1200401;6141;26134;20200;1;1;5;3;2;2;1;1;1;1;1;1;1;2;2002-01-16;3;4;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-08-04;2004-07-24
1200401;6141;12781;20200;1;1;5;3;2;2;1;1;1;1;1;1;1;1;2001-01-08;3;4;1;1;2;1;1;1;10;;;;;2;2;;;0;2;;;0;0;0;0;0;2015-08-04;2004-07-24
1200401;6081;19248;10000;1;1;4;2;5;2;1;2;1;1;1;1;1;2;1974-11-11;1;4;2;1;2;1;3;;;;8;3;1;2;2;;;0;2;;;0;0;0;0;0;2015-07-30;2006-01-07
1200401;6081;24117;10000;1;1;4;2;5;2;1;2;1;1;1;1;1;1;1975-06-06;2;4;1;1;2;1;3;;;;8;3;1;1;;2;1;500;1;12;6000;0;0;0;0;0;2015-07-30;2006-01-07
1200401;6081;19818;10000;1;1;4;2;5;2;1;2;1;1;1;1;1;2;1997-09-09;3;4;1;1;2;1;1;1;7;3;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-30;2006-01-07
1200401;6081;22959;10000;1;1;4;2;5;2;1;2;1;1;1;1;1;1;2003-11-09;3;4;1;1;2;1;1;1;5;5;;;;;;;;;;;;;0;;0;;2015-07-30;2006-01-07
1200401;6081;25043;10000;1;1;4;2;5;2;1;2;1;1;1;1;1;2;2015-02-21;3;4;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-07-30;2006-01-07
1200401;5289;17956;21000;1;1;4;2;5;3;1;2;1;1;1;1;1;2;1975-09-12;1;4;1;2;2;1;3;;;;5;6;2;2;2;;;0;2;;;0;0;0;0;0;2015-07-07;2006-03-07
1200401;5289;10617;21000;1;1;4;2;5;3;1;2;1;1;1;1;1;1;1956-11-25;2;4;1;2;2;1;3;;;;4;1;2;1;;2;4;860;1;6;5160;0;0;0;0;0;2015-07-07;2006-03-07
1200401;5289;25267;21000;1;1;4;2;5;3;1;2;1;1;1;1;1;1;1993-05-28;3;4;1;1;2;1;3;;;;8;1;1;1;;2;3;622;1;12;7464;0;0;0;0;0;2015-07-07;2006-03-07
1200401;5289;13520;21000;1;1;4;2;5;3;1;2;1;1;1;1;1;1;1998-01-19;3;4;1;1;2;1;3;;;;8;3;1;2;2;;;0;2;;;0;0;0;0;0;2015-07-07;2006-03-07
1200401;5289;23837;21000;1;1;4;2;5;3;1;2;1;1;1;1;1;1;2010-02-25;3;4;1;1;2;2;1;1;2;;;;;;;;;;;;;;0;;0;;2015-07-07;2006-03-07
1200401;1710;14705;2000;1;1;1;1;3;3;2;1;2;;1;3;3;2;1971-10-16;1;4;2;1;1;1;3;;;;4;4;1;1;;2;1;100;1;12;1200;0;0;0;0;0;2015-08-12;2006-10-21
1200401;1710;25717;2000;1;1;1;1;3;3;2;1;2;;1;3;3;2;2008-11-15;3;4;1;1;2;2;1;1;5;1;;;;;;;;;;;;;0;;0;;2015-08-12;2006-10-21
1200401;1710;26894;2000;1;1;1;1;3;3;2;1;2;;1;3;3;1;2003-06-05;3;4;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-08-12;2006-10-21
1200401;1710;24962;2000;1;1;1;1;3;3;2;1;2;;1;3;3;1;2004-08-15;3;4;1;1;2;1;1;1;5;4;;;;;;;;;;;;;0;;0;;2015-08-12;2006-10-21
1200401;1710;14539;2000;1;1;1;1;3;3;2;1;2;;1;3;3;1;2013-03-31;3;1;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-08-12;2006-10-21
1200401;5843;28786;5100;1;1;4;1;4;3;2;1;1;1;1;1;1;2;1992-01-12;1;4;2;2;2;1;3;;;;4;4;1;1;;2;5;250;1;5;1250;50;0;0;0;0;2015-06-11;2007-09-06
1200401;5843;15918;5100;1;1;4;1;4;3;2;1;1;1;1;1;1;2;2006-04-04;3;4;1;1;2;1;1;1;5;3;;;;;;;;;;;;;0;;0;;2015-06-11;2007-09-06
1200401;5843;27372;5100;1;1;4;1;4;3;2;1;1;1;1;1;1;2;2012-01-19;3;4;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-06-11;2007-09-06
1200401;5554;17709;6200;2;1;2;1;3;6;2;2;1;2;1;3;3;2;1975-12-06;1;4;1;1;2;1;1;1;9;;;;;1;;2;1;250;1;12;3000;0;0;0;0;0;2015-05-18;2008-10-16
1200401;5554;25101;6200;2;1;2;1;3;6;2;2;1;2;1;3;3;1;1994-12-11;3;4;1;1;2;1;1;1;8;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-05-18;2008-10-16
1200401;5554;19175;6200;2;1;2;1;3;6;2;2;1;2;1;3;3;1;2005-10-01;3;4;1;1;2;2;1;1;5;3;;;;;;;;;;;;;0;;0;;2015-05-18;2008-10-16
1200401;5554;10631;6200;2;1;2;1;3;6;2;2;1;2;1;3;3;2;1999-01-18;3;4;1;1;1;1;1;1;5;9;;;;2;2;;;0;2;;;0;0;0;0;0;2015-05-18;2008-10-16
1200401;3377;16703;10500;1;1;2;1;5;1;1;1;1;1;1;1;3;2;1983-12-24;1;4;1;1;2;1;3;;;;8;3;1;1;;2;1;200;1;7;1400;200;0;0;0;0;2015-07-29;2008-10-16
1200401;3377;22949;10500;1;1;2;1;5;1;1;1;1;1;1;1;3;2;2005-01-25;3;4;1;1;2;1;1;1;5;5;;;;;;;;;;;;;0;;0;;2015-07-29;2008-10-16
1200401;3377;17886;10500;1;1;2;1;5;1;1;1;1;1;1;1;3;2;2007-11-20;3;4;1;1;2;2;1;1;5;3;;;;;;;;;;;;;0;;0;;2015-07-29;2008-10-16
1200401;2514;22595;5000;1;1;4;2;5;1;1;1;1;1;1;1;1;2;1989-11-15;1;4;2;1;2;1;3;;;;5;7;2;1;;2;1;100;1;12;1200;0;0;0;0;0;2015-06-10;2009-01-20
1200401;2514;24210;5000;1;1;4;2;5;1;1;1;1;1;1;1;1;2;2013-04-24;3;4;1;1;2;2;4;;;;;;;;;;;;;;;;0;;0;;2015-06-10;2009-01-20
1200401;6593;11088;21400;1;1;2;1;4;3;1;1;2;;1;3;3;2;1967-09-11;1;4;2;2;2;1;3;;;;5;5;1;2;2;;;711;1;10;7110;0;0;0;200;0;2015-05-13;2009-01-28
1200401;6593;25686;21400;1;1;2;1;4;3;1;1;2;;1;3;3;1;1986-10-24;2;4;2;1;2;1;3;;;;8;3;1;1;;2;4;770;1;1;770;0;0;0;0;0;2015-05-13;2009-01-28
1200401;6593;24059;21400;1;1;2;1;4;3;1;1;2;;1;3;3;1;2005-01-15;3;4;2;1;2;1;1;1;5;4;;;;;;;;;;;;;0;;0;;2015-05-13;2009-01-28
1200401;6593;25549;21400;1;1;2;1;4;3;1;1;2;;1;3;3;1;2006-12-05;3;4;2;1;2;1;1;1;5;2;;;;;;;;;;;;;0;;0;;2015-05-13;2009-01-28
1200401;6034;12838;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;2;1969-07-15;1;1;2;1;2;1;3;;;;4;4;1;1;;2;1;350;1;12;3600;200;0;0;0;0;2015-07-15;2009-02-19
1200401;6034;11074;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;1;2003-08-25;3;4;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-07-15;2009-02-19
1200401;6034;18283;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;2;2005-03-06;3;1;1;1;2;2;1;1;4;2;;;;;;;;;;;;;;;;;2015-07-15;2009-02-19
1200401;6034;22333;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;2;2000-01-16;3;1;1;1;2;1;1;1;7;1;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-15;2009-02-19
1200401;6034;14037;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;1;1996-08-09;3;1;1;1;2;1;1;1;7;2;;;;2;2;;;0;2;;;0;0;0;0;0;2015-07-15;2009-02-19
1200401;6034;28370;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;2;2009-04-27;3;4;1;1;2;2;1;1;5;1;;;;;;;;;;;;;0;;0;;2015-07-15;2009-02-19
1200401;6034;19993;6200;1;1;7;3;2;1;1;1;1;1;1;1;1;1;2011-10-04;3;1;1;1;2;2;4;;;;;;;;;;;;;;;;;;;;2015-07-15;2009-02-19
1200401;3779;29497;18400;1;1;2;1;2;1;1;1;1;1;1;3;1;2;1987-02-23;1;4;1;1;1;1;3;;;;8;2;2;2;2;;;0;2;;;0;724;0;200;0;2015-08-13;2009-07-06
1200401;3779;21845;18400;1;1;2;1;2;1;1;1;1;1;1;3;1;1;2004-03-06;3;4;1;1;2;1;1;1;5;6;;;;;;;;;;;;;0;;0;;2015-08-13;2009-07-06
1200401;3779;13172;18400;1;1;2;1;2;1;1;1;1;1;1;3;1;1;2007-04-18;3;4;1;1;2;2;1;1;5;2;;;;;;;;;;;;;0;;0;;2015-08-13;2009-07-06
